domain,sample_id,question,human_answer,chatgpt_answer,standard_label,review_result,notes
open_qa,1b59af89-ecfc-42c0-8262-09b1bdbf26b5,what states does interstate 70 travel through,,,ai_generated,,
open_qa,9918c116-6b98-40ab-b6cb-a45629a69676,what year was christianity introduced to sub-saharan africa,,,ai_generated,,
open_qa,2b9fee2a-3786-45ae-b858-d85a98ba7e4c,what does the federal reserve do,,,human,,
open_qa,445ba197-ef50-430e-8b66-d8e33686680c,when was kirstie alley on cheers,,,ai_generated,,
open_qa,b1c4bdf7-fe90-4954-a85c-c2b21f065105,how much more time does chemo give to people with renal cancer,,,ai_generated,,
open_qa,7c7107bf-eb68-4c37-a362-9ff22f703d36,what is it like at mount rushmore?,,,ai_generated,,
open_qa,2cffc346-ac1e-41ba-8ce9-03fe0d5a400c,who replaced nikita khrushchev,,,ai_generated,,
open_qa,fe313c1d-416f-498c-9f6a-c8c0a85083bf,who is norah jones parents,,,human,,
open_qa,a3a3ef83-3109-4538-93f7-9d4e7286b3f8,what year did keeping up with the kardashians begin,,,human,,
open_qa,e46ce9a7-cdf6-4bc0-b598-4872e4754aeb,Where is South Beach in Miami,,,human,,
open_qa,9d14b704-a768-4b30-83f3-41c97443ec2d,what year was christianity introduced to sub-saharan africa,,,human,,
open_qa,92e84b68-72d4-480e-9da1-e47d0d8677b2,what is a form of legal ownership,,,ai_generated,,
open_qa,4dc24995-e704-4e71-96ba-ec84339729bd,how many schools are in the big ten,,,ai_generated,,
open_qa,3aa2053f-8c80-4431-b42f-cc97948a87cf,how long have kanab ambersnail been endangered?,,,ai_generated,,
open_qa,523af55f-5303-41b3-a382-2664758d7fd5,what area code is 217,,,ai_generated,,
open_qa,2a018351-656b-4938-9573-7ceeea3dc866,where does cellular respiration occur,,,ai_generated,,
open_qa,fc8b67cb-c710-4372-ac08-75a5c1161bd6,what kind of books does debbie macomber writes,,,ai_generated,,
open_qa,b68dd80e-a4d1-4470-acb1-e831b07fcad3,when was How the west was won filmed?,,,ai_generated,,
open_qa,64b62be4-82a1-4e5d-a4e9-16e9bd5c3005,what motor does a 2001 monte carlo,,,human,,
open_qa,a54066ee-60c6-4bff-873e-3ce2c1df68c8,who is the author of tree grows in brooklyn,,,human,,
open_qa,883b02a3-9776-462e-860b-3155619de96b,what came first army or air force,,,human,,
open_qa,957e64e5-7039-443a-bfe9-ad6166308a93,what is the type of democracy in which all citizens have the right to make  government decisions,,,human,,
open_qa,1c14bcc4-2e52-479e-bd4c-b42725b1f8a6,how is hydrogen produced,,,ai_generated,,
open_qa,8d7cdc87-c743-474c-bd8d-a895cf346aae,what is Carbon 14 dating is a type of ?,,,ai_generated,,
open_qa,7b919e64-1e8d-40e7-a530-7d4d67347579,what is stepwise linear regression,,,ai_generated,,
open_qa,9171cf83-92b7-4d88-adfb-64980e230235,where did the mayflower land,,,human,,
open_qa,4d3ecf6b-e0a2-42d9-9645-791a6cd82921,where is testosterone produced,,,ai_generated,,
open_qa,6dd1765e-b791-4bc0-8ed8-9c7f33c137c8,when did the cold war start,,,ai_generated,,
open_qa,bc5ba5ab-1dc4-4b5b-9147-3d8e4437bc1f,who is E from entourage,,,ai_generated,,
open_qa,a992f8fc-f585-4746-9bc0-6153c3567d42,what naturally occurring isotopes does cobalt have,,,ai_generated,,
open_qa,9de864ba-63a3-44de-bc34-2235a0f3755f,when is halley's comet next,,,human,,
open_qa,a1bb92ac-8eee-4009-b112-1b178269248d,how many planets is jupiter away from the sun?,,,ai_generated,,
open_qa,cd959798-98bc-4e03-b262-ffd64fa51992,what are square diamonds called?,,,ai_generated,,
open_qa,a1b5c95d-fe14-476b-bd6e-6eb5e7749705,WHO QUALIFIES AS A DOMESTIC PARTNER IN CA,,,ai_generated,,
open_qa,25c00c65-3470-4878-b2f2-3538aad2a576,what is oregon institute of technology like,,,ai_generated,,
open_qa,c574e9fa-bb37-418a-9909-343d5e2e2432,who owns hamburger helper,,,ai_generated,,
open_qa,0956d44a-81db-4aa8-91dc-18263388d335,where do mangos come from,,,human,,
open_qa,bc1d4af1-e6fa-424d-92d4-42267146ad1c,when did coca cola first come out,,,ai_generated,,
open_qa,89a6bdce-1cc7-4edd-bbdf-48b50b8b7a0e,what are the Declaration and Resolves of the First Continental Congress about,,,ai_generated,,
open_qa,10747eb5-7bfc-4529-925c-b4b9e51a5f76,what is sump pump  used for,,,ai_generated,,
open_qa,4be3de85-b859-4977-8b08-f3cdccda3052,what is singapore's currency,,,ai_generated,,
open_qa,5427393b-0baf-4c6c-814e-f307fd9834fd,what is a gsm cell phone,,,ai_generated,,
open_qa,8d8bedb0-aafa-410a-9218-bdae0f2079c5,how are the # of electrons in each shell determined,,,human,,
open_qa,e2186804-882d-4fb3-86b5-4ae5dc78ec7a,when was purple haze by jimi hendrix made?,,,human,,
open_qa,0ab2526c-7e09-4357-a713-2a8da1fb24b0,how is public policy created,,,human,,
open_qa,d21651c5-c012-40c9-9e47-ae51d3ecb18e,how many lungs does a human have,,,ai_generated,,
open_qa,7a3b2243-34c6-41ee-a922-ec3a67c09141,who sings stand by me,,,ai_generated,,
open_qa,58840db0-dff1-41bb-83ae-3841fad59445,who sang black velvet,,,human,,
open_qa,4d937230-a64d-438d-981a-b4dc441901d9,How Do You Get Hepatitis C,,,ai_generated,,
open_qa,cc6316e3-d770-4aa1-a7c6-4ba8219d36ed,what cards do you need in poker to get a royal flush,,,ai_generated,,
open_qa,f1165b64-3d69-4296-81ab-3161db487375,what holiday is first weekend of september,,,ai_generated,,
open_qa,69f2991d-eae6-4df5-ab6f-9e4357b08953,what is 6 pin din connector,,,ai_generated,,
open_qa,018617f6-6fb2-4973-ac28-0cd33d7a2f6e,what circuit court is maryland,,,ai_generated,,
open_qa,bad9362f-6c08-41e8-9293-ea8bc551c0af,how much did yankee stadium cost,,,human,,
open_qa,7a352cdb-68be-4eaa-a516-13237df00b2f,who sang I want to dance with somebody,,,ai_generated,,
open_qa,c3bb37ca-21eb-45a9-847c-915816fc8a1b,what is bracketing in photography,,,ai_generated,,
open_qa,a9946077-1a13-46ef-9b47-421e565e9a78,how is public policy created,,,ai_generated,,
open_qa,05d4c8b7-2d6d-4f7a-894e-6e936444fcb4,what is high emotional intelligence?,,,ai_generated,,
open_qa,1168b097-61bf-4842-9c7f-72e93bd5c2d3,where is good morning america studio,,,ai_generated,,
open_qa,ab032910-f71a-4b1b-86ef-973df49358e5,when did scott pilgrim come out,,,human,,
open_qa,8b2ebf07-f0f6-4f4c-892f-3531d014c05c,what is puerto rico currency,,,ai_generated,,
open_qa,46f5347c-311a-477f-a0c0-1cf46881ef90,what channel is letterman on,,,ai_generated,,
open_qa,70cfb4a6-0e00-4628-baf7-31d7cffdad1a,where did the olmecs come from,,,ai_generated,,
open_qa,88bb5a28-63ef-4d68-a828-b42fc94129c2,what made the civil war different from others,,,ai_generated,,
open_qa,015c5fd5-adb8-48bf-acff-c2f023e5aae5,What is the prostate for?,,,human,,
open_qa,a87c6a35-f768-4468-8b3a-ba235df0c058,what is article 5 about,,,ai_generated,,
open_qa,8f83c243-3087-4683-a9ef-4bcb1c02ca09,where was the fugitive slave law made,,,ai_generated,,
open_qa,f3039e0e-4ae0-439b-986f-aeb9b31e5e5e,where scottsdale?,,,human,,
open_qa,603340e7-70ef-4cda-8d77-99ad9cdbca07,when was jamestown colonized,,,ai_generated,,
open_qa,333a6901-19a5-4960-b4eb-7b71ac987a64,who discovered neptune the planet,,,ai_generated,,
open_qa,942cffd7-dd33-4e57-96aa-e62b34563aad,Who is the husband of Betty Ford,,,ai_generated,,
open_qa,4492ecc2-a33c-4828-a571-e354b87bb2a3,where is kos from?,,,ai_generated,,
open_qa,96fe3fd7-fbd1-47fe-9632-4af60b2fe4fd,what is endodontic dentistry,,,human,,
open_qa,74b3b8bb-cf2e-455d-835e-95134be6b58d,what is corpus christi holiday,,,ai_generated,,
open_qa,96609ff0-5352-4a8f-9db1-603780854150,what is the definition of a map,,,ai_generated,,
open_qa,8578a2fc-b265-44c2-827b-ff5fbb703dac,what does auld lang syne mean,,,ai_generated,,
open_qa,29523eb2-9b5a-4e2b-8041-d42eb869a4aa,who was the congressman who was caught with an escort in ny,,,ai_generated,,
open_qa,aa5d24d1-6dad-49bf-9e42-1f94ea941c61,What is the the North American Free Trade Agreement?,,,human,,
open_qa,5d6e941d-bae3-4b20-a6d4-044e72118a2c,where does ground pepper come from,,,ai_generated,,
open_qa,adc3f6c6-d3d9-4ebe-a056-64e955534766,how many countries have english as an official language,,,ai_generated,,
open_qa,0146ac68-7c22-4c31-bbd6-4b27ca1a9223,what would be the deliverables,,,human,,
open_qa,1cd6d62d-6b7e-47e1-89e4-81d6b2cff67a,when was the battle at tombstone fought,,,ai_generated,,
open_qa,0428a090-9a8f-4935-b222-96852a3c3edb,what westerners include in pain and suffering,,,human,,
open_qa,d98b0b5f-d8a7-4404-8a54-c655e515a88c,when did george washington died?,,,ai_generated,,
open_qa,e93b3a25-02fc-43bd-9762-719b1c6b406e,where the streets have no name filming location,,,ai_generated,,
open_qa,c373c06f-1d23-4df3-a8ff-001aa8a5a57f,where is dia de los muertos celebrated,,,ai_generated,,
open_qa,0ed9c80b-d2ad-407d-a555-7ac4922f9a7e,where do mangos come from,,,ai_generated,,
open_qa,ac143856-606d-4a64-b6cc-effb8e46c6be,where is andy whitfield from?,,,human,,
open_qa,b20a043d-d385-4cae-a69d-0b00846c336e,when does black friday start for christmas,,,human,,
open_qa,2b6afbb8-b275-45cd-83d5-68dea335d4f9,when president nixon resigns,,,ai_generated,,
open_qa,ff8f712d-9c85-4287-8134-717d1f1cc90f,who is Dr. JB Danquah,,,ai_generated,,
open_qa,fb71f1f9-95f4-40bb-8f35-a978d76e1f3d,what produces calcitonin,,,ai_generated,,
open_qa,c0e4a93a-87fc-48ec-8151-8cb2968f1203,where does angela davis currently work,,,ai_generated,,
open_qa,8154f703-c419-4024-a9fe-df8ede913585,what kind of company is Microsoft?,,,human,,
open_qa,244bd1e3-99c7-4258-b288-03599893a2e2,How Works Diaphragm Pump,,,ai_generated,,
open_qa,4a40bfc0-7520-4334-b9b7-c60af9b40a94,what is muse's lead singer's name,,,ai_generated,,
open_qa,cf1f57d9-ce57-413c-a4c6-8f03d5025b2d,what are club seats,,,human,,
open_qa,f87e4925-4edd-42d3-b887-b02b88aaf617,what is the si unit of pressure,,,ai_generated,,
open_qa,dd5492d3-d842-4ca8-9e27-a1e0c2006c0b,who wrote west side story,,,ai_generated,,
open_qa,4347fc86-b9ea-464d-b802-22467b25784c,what was the post modernist era in literature?,,,ai_generated,,
open_qa,070a1b6b-0759-44bd-b1c1-8c58c6556a5a,what was nixon accused of,,,ai_generated,,
open_qa,3306f296-beb9-4a5d-be53-1923cd7b2cd7,what bird family is the owl,,,ai_generated,,
open_qa,6bc5ca6e-7e30-4e24-bcc8-6918b5421c7f,what is an .msi file,,,human,,
open_qa,f1906279-c961-4dc4-8e3c-542b55aa5055,what is in the alpine mountain systems,,,ai_generated,,
open_qa,a7a64b94-9a6b-49a3-96ff-f619c9bb4307,what are layers of the ionosphere,,,ai_generated,,
open_qa,051e087c-73bf-4293-9002-49f16f179f64,what is an agents job role in film,,,ai_generated,,
open_qa,21aadc86-5cc4-4f80-aab4-16e1155428bb,what is the name of chris cornell's band?,,,ai_generated,,
open_qa,8b1670c2-78f5-4368-a849-ed9418c712ef,what religion is primary in africa?,,,ai_generated,,
open_qa,2d17cf91-9c44-4aa5-9d2c-c3d74c117a91,who sang that song-a change is going to come,,,ai_generated,,
open_qa,15fea311-e635-4c12-94c0-25763fcab7a8,what is a monarch to a monarchy,,,ai_generated,,
open_qa,f015c63a-76b2-416d-acd6-3703c4164d9d,what state is Mn,,,ai_generated,,
open_qa,73c5e105-25e3-4fc8-b6de-4e0038b453f7,what is steam by valve corporation,,,human,,
open_qa,706efad0-093c-4b06-86d4-993c4c0ae58f,what is the ingredient in mustard,,,ai_generated,,
open_qa,59c6dcbc-4691-4f99-9ce8-30a9f4367cc7,what is a roll play games,,,ai_generated,,
open_qa,fe5c12d9-1869-4f1b-ab25-61df7f4091c8,what date did the american civil war start,,,ai_generated,,
open_qa,97495456-42a4-4c36-8a92-d5852364a054,who is on blink 182 album cover,,,ai_generated,,
open_qa,af939cb4-ccc8-4d4c-b5ff-751e4832a7f4,what is an assist in basketball,,,ai_generated,,
open_qa,03190bc7-b6b2-49ee-b90f-a241e291d72e,how many ports are there in networking,,,ai_generated,,
open_qa,bac3254e-1b42-4294-9a29-7566bb919d7d,what zones are tropical,,,ai_generated,,
open_qa,d01f8b7f-c763-4037-8e11-8c24f87da85e,what spanish speaking countries have the most world cup titles,,,ai_generated,,
open_qa,ecb10824-78c0-4083-846e-dac1b763ada9,What is motorcycle speedway racing,,,ai_generated,,
open_qa,881a8902-42c4-47d3-ab3b-578f78c25da5,how many apple store are there in total?,,,human,,
open_qa,65baf29c-8ab8-4aef-908d-b0cfc46672fd,what country are bongo drums from?,,,ai_generated,,
open_qa,c0230af2-a8a6-4360-9552-e4000862971b,when did freddie mercury die,,,ai_generated,,
open_qa,f2aff00b-2abc-455c-bc38-c7e1070ead47,what is a .PAC file,,,ai_generated,,
open_qa,cac0c904-b0df-4dfb-889d-3704e6674368,what is the defensive line in football called,,,human,,
open_qa,3b37fb30-853a-473d-b03d-1e442d3f413a,what is the female symbol called,,,ai_generated,,
open_qa,72342df5-961b-4d92-b54a-6960f963f802,what is black hairy tongue disease,,,ai_generated,,
open_qa,fd56670b-9051-4be4-a405-75eef5dc065b,where is david ortiz from,,,ai_generated,,
open_qa,a5011a6a-f0a7-42c0-bf70-101e556d2606,what is lockton affinity,,,ai_generated,,
open_qa,9147bfd9-bda6-46c9-baa4-23984f1ea070,what is disney's magic kingdom,,,ai_generated,,
open_qa,b9a46942-8e2f-40f6-b0b6-7e9b5e9c95ad,what is the lowest temperature ever recorded in antarctica,,,ai_generated,,
open_qa,1a757cd6-70ff-43c2-ae91-799fcbca2a1f,what is white chocolate made of,,,ai_generated,,
open_qa,2cefd83f-db87-43fe-9f21-d1c6da2f77ee,what are banana plugs for,,,ai_generated,,
open_qa,0562daea-9607-4cdb-9145-02d188532a90,what countries did immigrants come from during the immigration,,,ai_generated,,
open_qa,09729c29-76cb-47f4-b2a4-60993ca21e33,when did dr.carter g woodson die,,,ai_generated,,
open_qa,57db2fdb-4835-4c61-8406-02f816f4f6b1,where are colors on stoplight,,,ai_generated,,
open_qa,83f41f30-1ec5-4309-a4fd-182f01633f75,what division is boise state football,,,ai_generated,,
open_qa,5459ccd3-1757-40cf-a593-93b63e15322e,"What kind of poem is ""This is Just to Say""",,,ai_generated,,
open_qa,e1f60a9c-f68a-456f-900a-78f39ac3e277,what is the plot of the shawshank redemption?,,,ai_generated,,
open_qa,ce77664f-0191-46fe-ad74-6af4ab692e49,HOW MANY STRIPES ARE ON THE AMERICAN FLAG,,,ai_generated,,
open_qa,37b8e054-8c9c-4c1d-bdd1-1f5cb00be98f,where is Desmanthus Illinoensis found,,,ai_generated,,
open_qa,62f4ed1d-df65-4610-bc78-ca9e3f51a4a6,where are kenworth trucks built,,,human,,
open_qa,cdb7f55c-1ec2-46d3-b1e5-3370bdc42128,Who is the husband of Betty Ford,,,human,,
open_qa,913dcd38-2359-4d6e-97bc-5e9966be8a24,who sang I want to dance with somebody,,,ai_generated,,
open_qa,f84d1429-d0e1-4558-9325-87224571b374,how was the moon formed,,,ai_generated,,
open_qa,e025b4f3-50b9-4619-948c-8ffb55de5d19,"where is shropshire, uk",,,ai_generated,,
open_qa,19c2ac43-7858-45b1-9683-fe40aa250faf,what is the format of the canadian citizenship test,,,ai_generated,,
open_qa,1a693eee-72cc-4efa-86fe-a66a47bf115f,how old r Dylan and Cole Sprouse,,,ai_generated,,
open_qa,7fe84ee3-47fa-407a-84f0-fc68609eaa3b,what is the federal death tax,,,human,,
open_qa,89b6490a-6483-46d0-a083-4769e14a6fcd,what are the uses for gui,,,ai_generated,,
open_qa,9ff2d935-ff97-426b-8e4b-520668297baf,What is the name of the late Major League  old professor,,,human,,
open_qa,c61e2bf2-b131-421c-ad69-983f20d149d6,what religion is primary in africa?,,,human,,
open_qa,218ae59d-41e6-49a6-be6c-5f1ccdb5bf52,what is the title of Hobbes main work,,,human,,
open_qa,c65fc643-4854-47d8-95bc-2b698c78917c,who first synthesized heroin,,,ai_generated,,
open_qa,94e1f1dc-22c7-453a-b524-3a8d40de653f,what is section eight housing,,,human,,
open_qa,2564099f-dcd7-479e-806f-879c6aa9533f,who is shem in the bible,,,human,,
open_qa,c9f770e7-f298-4cbf-94cd-b0d23afd98f0,what is santa's wife's name,,,ai_generated,,
open_qa,21f4ee27-1557-4913-bad1-90fbf7c908cc,how many numbers on a credit card,,,ai_generated,,
open_qa,25be99a6-0095-4203-bf59-0bfd7e84acf3,what percentage of the human body is water,,,ai_generated,,
open_qa,a32d87cd-7bad-4b4c-a1f8-bfabec13a679,what was the Name the first electronic handheld calculator,,,human,,
open_qa,293f9987-1157-45f1-ae14-4d2de2066eea,what happened to stevie ray vaughan,,,ai_generated,,
